id,timestamp,latitude,longitude,hour,cluster
Grace,2020-07-04 13:02:28,10.249411,77.6788919,14,-1
Grace,2020-07-03 21:48:26,10.0705259,77.6543495,22,-1
Grace,2020-07-03 19:04:22,10.0441842,77.5943858,20,-1
Grace,2020-07-04 05:40:04,10.0834739,77.5004196,6,-1
Grace,2020-07-04 11:16:49,10.1937821,77.6584101,12,22
Grace,2020-07-04 13:23:26,10.2904068,77.6983224,14,28
Grace,2020-07-04 05:29:07,10.1872793,77.6173275,6,29
Grace,2020-07-03 20:05:27,10.2186781,77.6395078,21,-1
Grace,2020-07-03 23:54:14,10.0771059,77.5328689,24,-1
Grace,2020-07-04 16:02:14,10.2734693,77.537081,17,-1
Grace,2020-07-04 15:14:21,10.1459579,77.660661,16,26
Grace,2020-07-04 07:25:16,10.2184889,77.5935808,8,-1
Grace,2020-07-04 03:09:30,10.2861858,77.5121751,4,-1
Grace,2020-07-03 22:42:34,10.144335,77.6237531,23,-1
Grace,2020-07-04 16:31:11,10.1128121,77.6532698,17,-1
Grace,2020-07-03 18:50:58,10.1846818,77.5945823,19,-1
Grace,2020-07-04 07:32:33,10.1097836,77.5935381,8,-1
Grace,2020-07-04 02:51:37,10.021788,77.6831928,3,-1
Grace,2020-07-03 21:09:10,10.2251785,77.6017432,22,-1
Grace,2020-07-04 14:07:11,10.0979853,77.5849143,15,-1
Grace,2020-07-03 19:17:54,10.2086612,77.5339888,20,-1
Grace,2020-07-04 11:12:22,10.0249063,77.6409378,12,-1
Grace,2020-07-04 15:07:25,10.098803,77.5670404,16,-1
Grace,2020-07-04 08:47:32,10.212345,77.5891902,9,-1
Grace,2020-07-04 18:03:49,10.0223853,77.5875026,19,-1
Grace,2020-07-04 04:25:57,10.1556871,77.5674198,5,-1
Grace,2020-07-03 19:06:42,10.0400098,77.6547281,20,-1
Grace,2020-07-04 04:44:52,10.2350424,77.5702668,5,-1
Grace,2020-07-04 17:59:22,10.0256928,77.5177576,18,-1
Grace,2020-07-03 21:28:45,10.0800743,77.6918159,22,-1
Grace,2020-07-04 14:10:01,10.0828258,77.5378916,15,-1
Grace,2020-07-04 12:53:30,10.0497078,77.5806749,13,-1
Grace,2020-07-04 05:26:30,10.024669,77.5748352,6,-1
Grace,2020-07-04 07:29:50,10.2111235,77.6591453,8,-1
Grace,2020-07-04 11:08:53,10.1010937,77.6353412,12,-1
Grace,2020-07-04 11:45:43,10.2892318,77.611011,12,-1
Grace,2020-07-03 20:30:38,10.0831026,77.5444911,21,-1
Grace,2020-07-04 09:11:12,10.2591997,77.6124281,10,-1
Grace,2020-07-04 04:17:37,10.0355651,77.6185311,5,-1
Grace,2020-07-03 19:39:57,10.0597663,77.5587432,20,-1
Grace,2020-07-04 11:54:04,10.1946486,77.5648044,12,-1
Grace,2020-07-04 15:45:02,10.175881,77.5256817,16,30
Grace,2020-07-03 19:11:38,10.1662808,77.5892586,20,-1
Grace,2020-07-04 00:39:31,10.1085908,77.5526306,1,-1
Grace,2020-07-04 17:34:46,10.2977838,77.6606801,18,-1
Grace,2020-07-04 18:21:22,10.0743165,77.592275,19,-1
Grace,2020-07-04 18:29:04,10.1451672,77.5824242,19,-1
Grace,2020-07-03 21:06:04,10.1063495,77.5830772,22,-1
Grace,2020-07-04 01:13:26,10.2288226,77.5576127,2,-1
Grace,2020-07-04 10:28:21,10.0865331,77.5419672,11,27
Grace,2020-07-04 09:30:15,10.2851554,77.5960118,10,-1
Grace,2020-07-04 17:33:54,10.2478525,77.6482652,18,-1
Grace,2020-07-03 21:48:08,10.0289121,77.5479873,22,-1
Grace,2020-07-04 04:32:30,10.2011575,77.5057414,5,-1
Grace,2020-07-04 13:49:00,10.0357117,77.5898009,14,-1
Grace,2020-07-04 10:02:15,10.2391021,77.6315946,11,-1
Grace,2020-07-04 14:14:26,10.1048523,77.6886406,15,12
Grace,2020-07-03 21:11:42,10.0526752,77.5840046,22,-1
Grace,2020-07-04 18:09:41,10.0433607,77.6521124,19,9
Grace,2020-07-03 20:48:40,10.2090546,77.6989904,21,-1
Grace,2020-07-04 04:05:21,10.2108893,77.6901607,5,-1
Grace,2020-07-04 00:38:44,10.1639499,77.6329664,1,-1
Grace,2020-07-04 12:19:17,10.2876494,77.5418923,13,-1
Grace,2020-07-04 12:15:35,10.1210276,77.6537894,13,-1
Grace,2020-07-03 20:20:14,10.1531044,77.6801053,21,31
Grace,2020-07-04 07:09:15,10.2089228,77.6788169,8,-1
Grace,2020-07-04 00:32:30,10.0910108,77.5393279,1,-1
Grace,2020-07-03 20:57:21,10.1434449,77.5675728,21,-1
Grace,2020-07-04 06:58:53,10.1722971,77.6763807,7,-1
Grace,2020-07-03 21:20:43,10.2892893,77.6994119,22,28
Grace,2020-07-04 06:21:20,10.2901888,77.5631158,7,-1
Grace,2020-07-03 23:20:57,10.2490936,77.6859602,24,-1
Alice,2020-07-04 06:51:59,10.178862,77.5809622,7,-1
Alice,2020-07-03 23:58:16,10.1049057,77.654071,24,-1
Alice,2020-07-04 00:22:07,10.1873299,77.6519741,1,-1
Alice,2020-07-04 07:58:46,10.2570588,77.5369809,8,-1
Alice,2020-07-04 00:57:31,10.2624652,77.6622377,1,-1
Alice,2020-07-04 02:32:40,10.1545994,77.6380565,3,-1
Alice,2020-07-04 13:34:34,10.1033457,77.5426003,14,-1
Alice,2020-07-04 05:55:41,10.2514103,77.5498032,6,-1
Judy,2020-07-04 11:10:50,10.1883028,77.5428992,12,-1
Judy,2020-07-04 13:30:31,10.2276016,77.653051,14,18
Judy,2020-07-04 17:15:18,10.255175,77.600431,18,-1
Judy,2020-07-04 12:04:53,10.1758203,77.5489983,13,17
Judy,2020-07-04 12:37:09,10.1154108,77.6786631,13,-1
Judy,2020-07-04 10:16:35,10.1781045,77.6225659,11,-1
Judy,2020-07-03 22:46:56,10.2904212,77.6510943,23,-1
Judy,2020-07-03 20:44:41,10.0554986,77.681492,21,-1
Judy,2020-07-04 05:18:57,10.1429078,77.5053954,6,-1
Judy,2020-07-04 14:46:14,10.0830598,77.5477451,15,-1
Judy,2020-07-04 14:17:51,10.1636264,77.5394521,15,-1
Judy,2020-07-04 18:21:00,10.2129637,77.5305002,19,13
Judy,2020-07-04 16:42:50,10.2910494,77.6586598,17,-1
Judy,2020-07-04 02:29:25,10.260169,77.6080094,3,-1
Judy,2020-07-03 18:44:19,10.1665552,77.6728248,19,-1
Judy,2020-07-04 03:49:58,10.2681494,77.5698072,4,-1
Judy,2020-07-04 03:38:32,10.0419859,77.6004818,4,-1
Judy,2020-07-04 12:30:01,10.2293494,77.5620412,13,3
Judy,2020-07-03 22:21:49,10.1662977,77.6502594,23,-1
Judy,2020-07-04 02:12:34,10.2368091,77.573861,3,-1
Judy,2020-07-04 00:42:21,10.0839514,77.5891242,1,-1
Judy,2020-07-04 09:14:23,10.1536625,77.6800073,10,31
Judy,2020-07-04 14:21:16,10.2469166,77.5631458,15,15
Judy,2020-07-04 08:34:40,10.2214664,77.5248741,9,10
Judy,2020-07-03 21:03:25,10.1853291,77.6059109,22,-1
Judy,2020-07-03 21:47:14,10.2572773,77.5750674,22,-1
Judy,2020-07-04 00:46:37,10.1030928,77.515992,1,-1
Judy,2020-07-04 08:15:36,10.273265,77.5068635,9,-1
Judy,2020-07-04 16:16:10,10.002911,77.6851033,17,-1
Judy,2020-07-04 16:30:32,10.0174462,77.6068444,17,-1
Judy,2020-07-04 10:08:06,10.1705002,77.6881047,11,-1
Judy,2020-07-03 21:40:33,10.1103589,77.6887774,22,-1
Judy,2020-07-04 06:06:54,10.0558141,77.5359671,7,-1
Judy,2020-07-04 04:14:07,10.2205287,77.5403584,5,-1
Judy,2020-07-04 03:17:49,10.1762047,77.6582687,4,-1
Judy,2020-07-04 03:42:25,10.2835343,77.6627577,4,-1
Judy,2020-07-04 06:11:19,10.0277773,77.5777053,7,-1
Judy,2020-07-04 14:42:43,10.0172298,77.6332573,15,-1
Judy,2020-07-04 12:59:01,10.1754398,77.6046537,13,-1
Judy,2020-07-04 02:36:47,10.2767386,77.6360142,3,-1
Judy,2020-07-04 08:39:05,10.2359514,77.676121,9,14
Judy,2020-07-04 02:44:01,10.2005881,77.6481073,3,-1
Judy,2020-07-03 22:50:21,10.0015461,77.5238067,23,-1
Judy,2020-07-04 01:04:37,10.1784827,77.6071563,2,-1
Judy,2020-07-04 07:43:06,10.2553334,77.6061662,8,32
Judy,2020-07-04 15:28:11,10.141881,77.5775686,16,-1
Judy,2020-07-04 08:00:44,10.0709055,77.530145,9,-1
Judy,2020-07-04 14:06:46,10.0053738,77.5095276,15,-1
Judy,2020-07-03 18:45:27,10.0320495,77.673333,19,-1
Judy,2020-07-04 04:44:58,10.1161217,77.6498121,5,-1
Judy,2020-07-04 07:52:25,10.2555728,77.6070546,8,32
Judy,2020-07-03 23:56:48,10.2923162,77.6243185,24,21
Judy,2020-07-04 01:36:43,10.1148779,77.5443247,2,-1
Judy,2020-07-04 18:22:43,10.0518011,77.5267719,19,-1
Judy,2020-07-03 22:43:10,10.1994487,77.5997489,23,-1
Judy,2020-07-04 05:11:17,10.1492893,77.6245399,6,-1
Judy,2020-07-04 04:22:14,10.0058463,77.5598693,5,-1
Judy,2020-07-04 11:14:31,10.0956154,77.6258559,12,-1
Judy,2020-07-03 19:52:05,10.2992495,77.6885563,20,-1
Judy,2020-07-03 18:44:24,10.2047885,77.68582,19,-1
Judy,2020-07-03 20:59:39,10.0064407,77.6584428,21,-1
Judy,2020-07-04 03:58:38,10.2318045,77.5908534,4,-1
Judy,2020-07-04 05:53:49,10.1794424,77.6923364,6,-1
Judy,2020-07-04 05:20:15,10.2402975,77.6735026,6,-1
Judy,2020-07-04 07:46:13,10.1279202,77.5886075,8,2
Judy,2020-07-04 04:03:23,10.1767159,77.5260187,5,30
Judy,2020-07-04 09:08:02,10.1533607,77.5058961,10,-1
Judy,2020-07-04 03:00:35,10.2564303,77.6856692,4,-1
Judy,2020-07-04 03:58:25,10.1773016,77.6561205,4,-1
Judy,2020-07-04 06:58:48,10.2982684,77.6118355,7,-1
Judy,2020-07-04 12:33:22,10.1669066,77.6245959,13,-1
Judy,2020-07-04 13:27:00,10.1923847,77.5481702,14,-1
Judy,2020-07-04 00:41:00,10.1048843,77.532127,1,16
Judy,2020-07-03 22:33:53,10.1869439,77.6428843,23,-1
Judy,2020-07-04 17:46:15,10.2649167,77.6182163,18,25
Judy,2020-07-04 07:23:51,10.0628746,77.5581075,8,-1
Judy,2020-07-03 21:00:11,10.0954289,77.5634775,22,-1
Judy,2020-07-04 05:21:39,10.2561531,77.5555649,6,-1
Judy,2020-07-04 15:40:00,10.0151997,77.6228672,16,-1
Judy,2020-07-04 03:55:44,10.2943901,77.5544823,4,-1
Judy,2020-07-03 20:07:51,10.2152846,77.6359618,21,-1
Judy,2020-07-04 14:44:41,10.2538818,77.6490099,15,-1
Judy,2020-07-04 11:33:20,10.119027,77.6249032,12,-1
Judy,2020-07-04 05:25:03,10.1050793,77.6320796,6,-1
Judy,2020-07-04 18:17:47,10.1887759,77.61757,19,29
Judy,2020-07-04 06:00:21,10.0527397,77.6356062,7,-1
Judy,2020-07-04 15:34:30,10.0298416,77.6214467,16,-1
